,image_path,mask_path
70,Polyp_dataset/PNG/Original/162.png,Polyp_dataset/PNG/Ground Truth/162.png
71,Polyp_dataset/PNG/Original/163.png,Polyp_dataset/PNG/Ground Truth/163.png
72,Polyp_dataset/PNG/Original/164.png,Polyp_dataset/PNG/Ground Truth/164.png
73,Polyp_dataset/PNG/Original/165.png,Polyp_dataset/PNG/Ground Truth/165.png
74,Polyp_dataset/PNG/Original/166.png,Polyp_dataset/PNG/Ground Truth/166.png
75,Polyp_dataset/PNG/Original/167.png,Polyp_dataset/PNG/Ground Truth/167.png
76,Polyp_dataset/PNG/Original/168.png,Polyp_dataset/PNG/Ground Truth/168.png
77,Polyp_dataset/PNG/Original/169.png,Polyp_dataset/PNG/Ground Truth/169.png
78,Polyp_dataset/PNG/Original/17.png,Polyp_dataset/PNG/Ground Truth/17.png
79,Polyp_dataset/PNG/Original/170.png,Polyp_dataset/PNG/Ground Truth/170.png
80,Polyp_dataset/PNG/Original/171.png,Polyp_dataset/PNG/Ground Truth/171.png
81,Polyp_dataset/PNG/Original/172.png,Polyp_dataset/PNG/Ground Truth/172.png
82,Polyp_dataset/PNG/Original/173.png,Polyp_dataset/PNG/Ground Truth/173.png
83,Polyp_dataset/PNG/Original/174.png,Polyp_dataset/PNG/Ground Truth/174.png
84,Polyp_dataset/PNG/Original/175.png,Polyp_dataset/PNG/Ground Truth/175.png
85,Polyp_dataset/PNG/Original/176.png,Polyp_dataset/PNG/Ground Truth/176.png
86,Polyp_dataset/PNG/Original/177.png,Polyp_dataset/PNG/Ground Truth/177.png
87,Polyp_dataset/PNG/Original/178.png,Polyp_dataset/PNG/Ground Truth/178.png
88,Polyp_dataset/PNG/Original/179.png,Polyp_dataset/PNG/Ground Truth/179.png
89,Polyp_dataset/PNG/Original/18.png,Polyp_dataset/PNG/Ground Truth/18.png
90,Polyp_dataset/PNG/Original/180.png,Polyp_dataset/PNG/Ground Truth/180.png
91,Polyp_dataset/PNG/Original/181.png,Polyp_dataset/PNG/Ground Truth/181.png
92,Polyp_dataset/PNG/Original/182.png,Polyp_dataset/PNG/Ground Truth/182.png
93,Polyp_dataset/PNG/Original/183.png,Polyp_dataset/PNG/Ground Truth/183.png
94,Polyp_dataset/PNG/Original/184.png,Polyp_dataset/PNG/Ground Truth/184.png
95,Polyp_dataset/PNG/Original/185.png,Polyp_dataset/PNG/Ground Truth/185.png
96,Polyp_dataset/PNG/Original/186.png,Polyp_dataset/PNG/Ground Truth/186.png
97,Polyp_dataset/PNG/Original/187.png,Polyp_dataset/PNG/Ground Truth/187.png
98,Polyp_dataset/PNG/Original/188.png,Polyp_dataset/PNG/Ground Truth/188.png
99,Polyp_dataset/PNG/Original/189.png,Polyp_dataset/PNG/Ground Truth/189.png
100,Polyp_dataset/PNG/Original/19.png,Polyp_dataset/PNG/Ground Truth/19.png
101,Polyp_dataset/PNG/Original/190.png,Polyp_dataset/PNG/Ground Truth/190.png
102,Polyp_dataset/PNG/Original/191.png,Polyp_dataset/PNG/Ground Truth/191.png
103,Polyp_dataset/PNG/Original/192.png,Polyp_dataset/PNG/Ground Truth/192.png
104,Polyp_dataset/PNG/Original/193.png,Polyp_dataset/PNG/Ground Truth/193.png
105,Polyp_dataset/PNG/Original/194.png,Polyp_dataset/PNG/Ground Truth/194.png
106,Polyp_dataset/PNG/Original/195.png,Polyp_dataset/PNG/Ground Truth/195.png
107,Polyp_dataset/PNG/Original/196.png,Polyp_dataset/PNG/Ground Truth/196.png
108,Polyp_dataset/PNG/Original/197.png,Polyp_dataset/PNG/Ground Truth/197.png
109,Polyp_dataset/PNG/Original/198.png,Polyp_dataset/PNG/Ground Truth/198.png
110,Polyp_dataset/PNG/Original/199.png,Polyp_dataset/PNG/Ground Truth/199.png
111,Polyp_dataset/PNG/Original/2.png,Polyp_dataset/PNG/Ground Truth/2.png
112,Polyp_dataset/PNG/Original/20.png,Polyp_dataset/PNG/Ground Truth/20.png
113,Polyp_dataset/PNG/Original/200.png,Polyp_dataset/PNG/Ground Truth/200.png
114,Polyp_dataset/PNG/Original/201.png,Polyp_dataset/PNG/Ground Truth/201.png
115,Polyp_dataset/PNG/Original/202.png,Polyp_dataset/PNG/Ground Truth/202.png
116,Polyp_dataset/PNG/Original/203.png,Polyp_dataset/PNG/Ground Truth/203.png
117,Polyp_dataset/PNG/Original/204.png,Polyp_dataset/PNG/Ground Truth/204.png
118,Polyp_dataset/PNG/Original/205.png,Polyp_dataset/PNG/Ground Truth/205.png
119,Polyp_dataset/PNG/Original/206.png,Polyp_dataset/PNG/Ground Truth/206.png
120,Polyp_dataset/PNG/Original/207.png,Polyp_dataset/PNG/Ground Truth/207.png
121,Polyp_dataset/PNG/Original/208.png,Polyp_dataset/PNG/Ground Truth/208.png
122,Polyp_dataset/PNG/Original/209.png,Polyp_dataset/PNG/Ground Truth/209.png
123,Polyp_dataset/PNG/Original/21.png,Polyp_dataset/PNG/Ground Truth/21.png
124,Polyp_dataset/PNG/Original/210.png,Polyp_dataset/PNG/Ground Truth/210.png
125,Polyp_dataset/PNG/Original/211.png,Polyp_dataset/PNG/Ground Truth/211.png
126,Polyp_dataset/PNG/Original/212.png,Polyp_dataset/PNG/Ground Truth/212.png
127,Polyp_dataset/PNG/Original/213.png,Polyp_dataset/PNG/Ground Truth/213.png
128,Polyp_dataset/PNG/Original/214.png,Polyp_dataset/PNG/Ground Truth/214.png
129,Polyp_dataset/PNG/Original/215.png,Polyp_dataset/PNG/Ground Truth/215.png
130,Polyp_dataset/PNG/Original/216.png,Polyp_dataset/PNG/Ground Truth/216.png
131,Polyp_dataset/PNG/Original/217.png,Polyp_dataset/PNG/Ground Truth/217.png
132,Polyp_dataset/PNG/Original/218.png,Polyp_dataset/PNG/Ground Truth/218.png
133,Polyp_dataset/PNG/Original/219.png,Polyp_dataset/PNG/Ground Truth/219.png
134,Polyp_dataset/PNG/Original/22.png,Polyp_dataset/PNG/Ground Truth/22.png
135,Polyp_dataset/PNG/Original/220.png,Polyp_dataset/PNG/Ground Truth/220.png
136,Polyp_dataset/PNG/Original/221.png,Polyp_dataset/PNG/Ground Truth/221.png
137,Polyp_dataset/PNG/Original/222.png,Polyp_dataset/PNG/Ground Truth/222.png
138,Polyp_dataset/PNG/Original/223.png,Polyp_dataset/PNG/Ground Truth/223.png
139,Polyp_dataset/PNG/Original/224.png,Polyp_dataset/PNG/Ground Truth/224.png
140,Polyp_dataset/PNG/Original/225.png,Polyp_dataset/PNG/Ground Truth/225.png
141,Polyp_dataset/PNG/Original/226.png,Polyp_dataset/PNG/Ground Truth/226.png
142,Polyp_dataset/PNG/Original/227.png,Polyp_dataset/PNG/Ground Truth/227.png
143,Polyp_dataset/PNG/Original/228.png,Polyp_dataset/PNG/Ground Truth/228.png
144,Polyp_dataset/PNG/Original/229.png,Polyp_dataset/PNG/Ground Truth/229.png
145,Polyp_dataset/PNG/Original/23.png,Polyp_dataset/PNG/Ground Truth/23.png
146,Polyp_dataset/PNG/Original/230.png,Polyp_dataset/PNG/Ground Truth/230.png
147,Polyp_dataset/PNG/Original/231.png,Polyp_dataset/PNG/Ground Truth/231.png
148,Polyp_dataset/PNG/Original/232.png,Polyp_dataset/PNG/Ground Truth/232.png
149,Polyp_dataset/PNG/Original/233.png,Polyp_dataset/PNG/Ground Truth/233.png
150,Polyp_dataset/PNG/Original/234.png,Polyp_dataset/PNG/Ground Truth/234.png
151,Polyp_dataset/PNG/Original/235.png,Polyp_dataset/PNG/Ground Truth/235.png
152,Polyp_dataset/PNG/Original/236.png,Polyp_dataset/PNG/Ground Truth/236.png
153,Polyp_dataset/PNG/Original/237.png,Polyp_dataset/PNG/Ground Truth/237.png
154,Polyp_dataset/PNG/Original/238.png,Polyp_dataset/PNG/Ground Truth/238.png
155,Polyp_dataset/PNG/Original/239.png,Polyp_dataset/PNG/Ground Truth/239.png
156,Polyp_dataset/PNG/Original/24.png,Polyp_dataset/PNG/Ground Truth/24.png
157,Polyp_dataset/PNG/Original/240.png,Polyp_dataset/PNG/Ground Truth/240.png
158,Polyp_dataset/PNG/Original/241.png,Polyp_dataset/PNG/Ground Truth/241.png
159,Polyp_dataset/PNG/Original/242.png,Polyp_dataset/PNG/Ground Truth/242.png
160,Polyp_dataset/PNG/Original/243.png,Polyp_dataset/PNG/Ground Truth/243.png
161,Polyp_dataset/PNG/Original/244.png,Polyp_dataset/PNG/Ground Truth/244.png
162,Polyp_dataset/PNG/Original/245.png,Polyp_dataset/PNG/Ground Truth/245.png
163,Polyp_dataset/PNG/Original/246.png,Polyp_dataset/PNG/Ground Truth/246.png
164,Polyp_dataset/PNG/Original/247.png,Polyp_dataset/PNG/Ground Truth/247.png
165,Polyp_dataset/PNG/Original/248.png,Polyp_dataset/PNG/Ground Truth/248.png
166,Polyp_dataset/PNG/Original/249.png,Polyp_dataset/PNG/Ground Truth/249.png
167,Polyp_dataset/PNG/Original/25.png,Polyp_dataset/PNG/Ground Truth/25.png
168,Polyp_dataset/PNG/Original/250.png,Polyp_dataset/PNG/Ground Truth/250.png
169,Polyp_dataset/PNG/Original/251.png,Polyp_dataset/PNG/Ground Truth/251.png
170,Polyp_dataset/PNG/Original/252.png,Polyp_dataset/PNG/Ground Truth/252.png
171,Polyp_dataset/PNG/Original/253.png,Polyp_dataset/PNG/Ground Truth/253.png
172,Polyp_dataset/PNG/Original/254.png,Polyp_dataset/PNG/Ground Truth/254.png
173,Polyp_dataset/PNG/Original/255.png,Polyp_dataset/PNG/Ground Truth/255.png
174,Polyp_dataset/PNG/Original/256.png,Polyp_dataset/PNG/Ground Truth/256.png
175,Polyp_dataset/PNG/Original/257.png,Polyp_dataset/PNG/Ground Truth/257.png
176,Polyp_dataset/PNG/Original/258.png,Polyp_dataset/PNG/Ground Truth/258.png
177,Polyp_dataset/PNG/Original/259.png,Polyp_dataset/PNG/Ground Truth/259.png
178,Polyp_dataset/PNG/Original/26.png,Polyp_dataset/PNG/Ground Truth/26.png
179,Polyp_dataset/PNG/Original/260.png,Polyp_dataset/PNG/Ground Truth/260.png
180,Polyp_dataset/PNG/Original/261.png,Polyp_dataset/PNG/Ground Truth/261.png
181,Polyp_dataset/PNG/Original/262.png,Polyp_dataset/PNG/Ground Truth/262.png
182,Polyp_dataset/PNG/Original/263.png,Polyp_dataset/PNG/Ground Truth/263.png
183,Polyp_dataset/PNG/Original/264.png,Polyp_dataset/PNG/Ground Truth/264.png
184,Polyp_dataset/PNG/Original/265.png,Polyp_dataset/PNG/Ground Truth/265.png
185,Polyp_dataset/PNG/Original/266.png,Polyp_dataset/PNG/Ground Truth/266.png
186,Polyp_dataset/PNG/Original/267.png,Polyp_dataset/PNG/Ground Truth/267.png
187,Polyp_dataset/PNG/Original/268.png,Polyp_dataset/PNG/Ground Truth/268.png
188,Polyp_dataset/PNG/Original/269.png,Polyp_dataset/PNG/Ground Truth/269.png
189,Polyp_dataset/PNG/Original/27.png,Polyp_dataset/PNG/Ground Truth/27.png
190,Polyp_dataset/PNG/Original/270.png,Polyp_dataset/PNG/Ground Truth/270.png
191,Polyp_dataset/PNG/Original/271.png,Polyp_dataset/PNG/Ground Truth/271.png
192,Polyp_dataset/PNG/Original/272.png,Polyp_dataset/PNG/Ground Truth/272.png
193,Polyp_dataset/PNG/Original/273.png,Polyp_dataset/PNG/Ground Truth/273.png
194,Polyp_dataset/PNG/Original/274.png,Polyp_dataset/PNG/Ground Truth/274.png
195,Polyp_dataset/PNG/Original/275.png,Polyp_dataset/PNG/Ground Truth/275.png
196,Polyp_dataset/PNG/Original/276.png,Polyp_dataset/PNG/Ground Truth/276.png
197,Polyp_dataset/PNG/Original/277.png,Polyp_dataset/PNG/Ground Truth/277.png
198,Polyp_dataset/PNG/Original/278.png,Polyp_dataset/PNG/Ground Truth/278.png
199,Polyp_dataset/PNG/Original/279.png,Polyp_dataset/PNG/Ground Truth/279.png
200,Polyp_dataset/PNG/Original/28.png,Polyp_dataset/PNG/Ground Truth/28.png
201,Polyp_dataset/PNG/Original/280.png,Polyp_dataset/PNG/Ground Truth/280.png
202,Polyp_dataset/PNG/Original/281.png,Polyp_dataset/PNG/Ground Truth/281.png
203,Polyp_dataset/PNG/Original/282.png,Polyp_dataset/PNG/Ground Truth/282.png
204,Polyp_dataset/PNG/Original/283.png,Polyp_dataset/PNG/Ground Truth/283.png
205,Polyp_dataset/PNG/Original/284.png,Polyp_dataset/PNG/Ground Truth/284.png
206,Polyp_dataset/PNG/Original/285.png,Polyp_dataset/PNG/Ground Truth/285.png
207,Polyp_dataset/PNG/Original/286.png,Polyp_dataset/PNG/Ground Truth/286.png
208,Polyp_dataset/PNG/Original/287.png,Polyp_dataset/PNG/Ground Truth/287.png
209,Polyp_dataset/PNG/Original/288.png,Polyp_dataset/PNG/Ground Truth/288.png
210,Polyp_dataset/PNG/Original/289.png,Polyp_dataset/PNG/Ground Truth/289.png
211,Polyp_dataset/PNG/Original/29.png,Polyp_dataset/PNG/Ground Truth/29.png
212,Polyp_dataset/PNG/Original/290.png,Polyp_dataset/PNG/Ground Truth/290.png
213,Polyp_dataset/PNG/Original/291.png,Polyp_dataset/PNG/Ground Truth/291.png
214,Polyp_dataset/PNG/Original/292.png,Polyp_dataset/PNG/Ground Truth/292.png
215,Polyp_dataset/PNG/Original/293.png,Polyp_dataset/PNG/Ground Truth/293.png
216,Polyp_dataset/PNG/Original/294.png,Polyp_dataset/PNG/Ground Truth/294.png
217,Polyp_dataset/PNG/Original/295.png,Polyp_dataset/PNG/Ground Truth/295.png
218,Polyp_dataset/PNG/Original/296.png,Polyp_dataset/PNG/Ground Truth/296.png
219,Polyp_dataset/PNG/Original/297.png,Polyp_dataset/PNG/Ground Truth/297.png
220,Polyp_dataset/PNG/Original/298.png,Polyp_dataset/PNG/Ground Truth/298.png
221,Polyp_dataset/PNG/Original/299.png,Polyp_dataset/PNG/Ground Truth/299.png
222,Polyp_dataset/PNG/Original/3.png,Polyp_dataset/PNG/Ground Truth/3.png
223,Polyp_dataset/PNG/Original/30.png,Polyp_dataset/PNG/Ground Truth/30.png
224,Polyp_dataset/PNG/Original/300.png,Polyp_dataset/PNG/Ground Truth/300.png
225,Polyp_dataset/PNG/Original/301.png,Polyp_dataset/PNG/Ground Truth/301.png
226,Polyp_dataset/PNG/Original/302.png,Polyp_dataset/PNG/Ground Truth/302.png
227,Polyp_dataset/PNG/Original/303.png,Polyp_dataset/PNG/Ground Truth/303.png
228,Polyp_dataset/PNG/Original/304.png,Polyp_dataset/PNG/Ground Truth/304.png
229,Polyp_dataset/PNG/Original/305.png,Polyp_dataset/PNG/Ground Truth/305.png
230,Polyp_dataset/PNG/Original/306.png,Polyp_dataset/PNG/Ground Truth/306.png
231,Polyp_dataset/PNG/Original/307.png,Polyp_dataset/PNG/Ground Truth/307.png
232,Polyp_dataset/PNG/Original/308.png,Polyp_dataset/PNG/Ground Truth/308.png
233,Polyp_dataset/PNG/Original/309.png,Polyp_dataset/PNG/Ground Truth/309.png
234,Polyp_dataset/PNG/Original/31.png,Polyp_dataset/PNG/Ground Truth/31.png
235,Polyp_dataset/PNG/Original/310.png,Polyp_dataset/PNG/Ground Truth/310.png
236,Polyp_dataset/PNG/Original/311.png,Polyp_dataset/PNG/Ground Truth/311.png
237,Polyp_dataset/PNG/Original/312.png,Polyp_dataset/PNG/Ground Truth/312.png
238,Polyp_dataset/PNG/Original/313.png,Polyp_dataset/PNG/Ground Truth/313.png
239,Polyp_dataset/PNG/Original/314.png,Polyp_dataset/PNG/Ground Truth/314.png
240,Polyp_dataset/PNG/Original/315.png,Polyp_dataset/PNG/Ground Truth/315.png
241,Polyp_dataset/PNG/Original/316.png,Polyp_dataset/PNG/Ground Truth/316.png
242,Polyp_dataset/PNG/Original/317.png,Polyp_dataset/PNG/Ground Truth/317.png
243,Polyp_dataset/PNG/Original/318.png,Polyp_dataset/PNG/Ground Truth/318.png
244,Polyp_dataset/PNG/Original/319.png,Polyp_dataset/PNG/Ground Truth/319.png
245,Polyp_dataset/PNG/Original/32.png,Polyp_dataset/PNG/Ground Truth/32.png
246,Polyp_dataset/PNG/Original/320.png,Polyp_dataset/PNG/Ground Truth/320.png
247,Polyp_dataset/PNG/Original/321.png,Polyp_dataset/PNG/Ground Truth/321.png
248,Polyp_dataset/PNG/Original/322.png,Polyp_dataset/PNG/Ground Truth/322.png
249,Polyp_dataset/PNG/Original/323.png,Polyp_dataset/PNG/Ground Truth/323.png
250,Polyp_dataset/PNG/Original/324.png,Polyp_dataset/PNG/Ground Truth/324.png
251,Polyp_dataset/PNG/Original/325.png,Polyp_dataset/PNG/Ground Truth/325.png
252,Polyp_dataset/PNG/Original/326.png,Polyp_dataset/PNG/Ground Truth/326.png
253,Polyp_dataset/PNG/Original/327.png,Polyp_dataset/PNG/Ground Truth/327.png
254,Polyp_dataset/PNG/Original/328.png,Polyp_dataset/PNG/Ground Truth/328.png
255,Polyp_dataset/PNG/Original/329.png,Polyp_dataset/PNG/Ground Truth/329.png
256,Polyp_dataset/PNG/Original/33.png,Polyp_dataset/PNG/Ground Truth/33.png
257,Polyp_dataset/PNG/Original/330.png,Polyp_dataset/PNG/Ground Truth/330.png
258,Polyp_dataset/PNG/Original/331.png,Polyp_dataset/PNG/Ground Truth/331.png
259,Polyp_dataset/PNG/Original/332.png,Polyp_dataset/PNG/Ground Truth/332.png
260,Polyp_dataset/PNG/Original/333.png,Polyp_dataset/PNG/Ground Truth/333.png
261,Polyp_dataset/PNG/Original/334.png,Polyp_dataset/PNG/Ground Truth/334.png
262,Polyp_dataset/PNG/Original/335.png,Polyp_dataset/PNG/Ground Truth/335.png
263,Polyp_dataset/PNG/Original/336.png,Polyp_dataset/PNG/Ground Truth/336.png
264,Polyp_dataset/PNG/Original/337.png,Polyp_dataset/PNG/Ground Truth/337.png
265,Polyp_dataset/PNG/Original/338.png,Polyp_dataset/PNG/Ground Truth/338.png
266,Polyp_dataset/PNG/Original/339.png,Polyp_dataset/PNG/Ground Truth/339.png
267,Polyp_dataset/PNG/Original/34.png,Polyp_dataset/PNG/Ground Truth/34.png
268,Polyp_dataset/PNG/Original/340.png,Polyp_dataset/PNG/Ground Truth/340.png
269,Polyp_dataset/PNG/Original/341.png,Polyp_dataset/PNG/Ground Truth/341.png
270,Polyp_dataset/PNG/Original/342.png,Polyp_dataset/PNG/Ground Truth/342.png
271,Polyp_dataset/PNG/Original/343.png,Polyp_dataset/PNG/Ground Truth/343.png
272,Polyp_dataset/PNG/Original/344.png,Polyp_dataset/PNG/Ground Truth/344.png
273,Polyp_dataset/PNG/Original/345.png,Polyp_dataset/PNG/Ground Truth/345.png
274,Polyp_dataset/PNG/Original/346.png,Polyp_dataset/PNG/Ground Truth/346.png
275,Polyp_dataset/PNG/Original/347.png,Polyp_dataset/PNG/Ground Truth/347.png
276,Polyp_dataset/PNG/Original/348.png,Polyp_dataset/PNG/Ground Truth/348.png
277,Polyp_dataset/PNG/Original/349.png,Polyp_dataset/PNG/Ground Truth/349.png
278,Polyp_dataset/PNG/Original/35.png,Polyp_dataset/PNG/Ground Truth/35.png
279,Polyp_dataset/PNG/Original/350.png,Polyp_dataset/PNG/Ground Truth/350.png
280,Polyp_dataset/PNG/Original/351.png,Polyp_dataset/PNG/Ground Truth/351.png
281,Polyp_dataset/PNG/Original/352.png,Polyp_dataset/PNG/Ground Truth/352.png
282,Polyp_dataset/PNG/Original/353.png,Polyp_dataset/PNG/Ground Truth/353.png
283,Polyp_dataset/PNG/Original/354.png,Polyp_dataset/PNG/Ground Truth/354.png
284,Polyp_dataset/PNG/Original/355.png,Polyp_dataset/PNG/Ground Truth/355.png
285,Polyp_dataset/PNG/Original/356.png,Polyp_dataset/PNG/Ground Truth/356.png
286,Polyp_dataset/PNG/Original/357.png,Polyp_dataset/PNG/Ground Truth/357.png
287,Polyp_dataset/PNG/Original/358.png,Polyp_dataset/PNG/Ground Truth/358.png
288,Polyp_dataset/PNG/Original/359.png,Polyp_dataset/PNG/Ground Truth/359.png
289,Polyp_dataset/PNG/Original/36.png,Polyp_dataset/PNG/Ground Truth/36.png
290,Polyp_dataset/PNG/Original/360.png,Polyp_dataset/PNG/Ground Truth/360.png
291,Polyp_dataset/PNG/Original/361.png,Polyp_dataset/PNG/Ground Truth/361.png
292,Polyp_dataset/PNG/Original/362.png,Polyp_dataset/PNG/Ground Truth/362.png
293,Polyp_dataset/PNG/Original/363.png,Polyp_dataset/PNG/Ground Truth/363.png
294,Polyp_dataset/PNG/Original/364.png,Polyp_dataset/PNG/Ground Truth/364.png
295,Polyp_dataset/PNG/Original/365.png,Polyp_dataset/PNG/Ground Truth/365.png
296,Polyp_dataset/PNG/Original/366.png,Polyp_dataset/PNG/Ground Truth/366.png
297,Polyp_dataset/PNG/Original/367.png,Polyp_dataset/PNG/Ground Truth/367.png
298,Polyp_dataset/PNG/Original/368.png,Polyp_dataset/PNG/Ground Truth/368.png
299,Polyp_dataset/PNG/Original/369.png,Polyp_dataset/PNG/Ground Truth/369.png
300,Polyp_dataset/PNG/Original/37.png,Polyp_dataset/PNG/Ground Truth/37.png
301,Polyp_dataset/PNG/Original/370.png,Polyp_dataset/PNG/Ground Truth/370.png
302,Polyp_dataset/PNG/Original/371.png,Polyp_dataset/PNG/Ground Truth/371.png
